Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch
insulting,hateful,social-negative,social-negative,MaxMatch
greedy,grumpy,social-negative,social-negative,MaxMatch
greedy,heartbroken,social-negative,social-negative,MaxMatch
greedy,racist,social-negative,social-negative,MaxMatch
greedy,dreaded,social-negative,social-negative,MaxMatch
greedy,humiliating,social-negative,social-negative,MaxMatch
greedy,stingy,social-negative,social-negative,MaxMatch
greedy,infuriating,social-negative,social-negative,MaxMatch
greedy,hateful,social-negative,social-negative,MaxMatch
grumpy,heartbroken,social-negative,social-negative,MaxMatch
grumpy,racist,social-negative,social-negative,MaxMatch
grumpy,dreaded,social-negative,social-negative,MaxMatch
grumpy,humiliating,social-negative,social-negative,MaxMatch
grumpy,stingy,social-negative,social-negative,MaxMatch
grumpy,infuriating,social-negative,social-negative,MaxMatch
grumpy,hateful,social-negative,social-negative,MaxMatch
heartbroken,racist,social-negative,social-negative,MaxMatch
heartbroken,dreaded,social-negative,social-negative,MaxMatch
heartbroken,humiliating,social-negative,social-negative,MaxMatch
heartbroken,stingy,social-negative,social-negative,MaxMatch
heartbroken,infuriating,social-negative,social-negative,MaxMatch
heartbroken,hateful,social-negative,social-negative,MaxMatch
racist,dreaded,social-negative,social-negative,MaxMatch
racist,humiliating,social-negative,social-negative,MaxMatch
racist,stingy,social-negative,social-negative,MaxMatch
racist,infuriating,social-negative,social-negative,MaxMatch
racist,hateful,social-negative,social-negative,MaxMatch
dreaded,humiliating,social-negative,social-negative,MaxMatch
dreaded,stingy,social-negative,social-negative,MaxMatch
dreaded,infuriating,social-negative,social-negative,MaxMatch
dreaded,hateful,social-negative,social-negative,MaxMatch
humiliating,stingy,social-negative,social-negative,MaxMatch
humiliating,infuriating,social-negative,social-negative,MaxMatch
humiliating,hateful,social-negative,social-negative,MaxMatch
stingy,infuriating,social-negative,social-negative,MaxMatch
stingy,hateful,social-negative,social-negative,MaxMatch
infuriating,hateful,social-negative,social-negative,MaxMatch
